x (m),y (m),z (m),t (s),id
-4.35349958051346e-06,-7.85981884378621e-06,-1.8697762996104e-07,6.914429375,5
-4.35682185139862e-06,-7.85782435076411e-06,-1.90100851438119e-07,6.914679375,5
-4.35902395537398e-06,-7.85641608269901e-06,-1.92366090330636e-07,6.914929375,5
-4.35792916431203e-06,-7.85673320228336e-06,-1.92106099723534e-07,6.915179375,5
-4.35683437325008e-06,-7.85705032186771e-06,-1.91846109116431e-07,6.915429375,5
-4.35573958218813e-06,-7.85736744145205e-06,-1.91586118509328e-07,6.915679375,5
-4.35464479112618e-06,-7.8576845610364e-06,-1.91326127902226e-07,6.915929375,5
-4.35355000006423e-06,-7.85800168062075e-06,-1.91066137295123e-07,6.916179375,5
-4.35245520900228e-06,-7.8583188002051e-06,-1.90806146688022e-07,6.916429375,5
-4.35136041794033e-06,-7.85863591978945e-06,-1.90546156080919e-07,6.916679375,5
-4.35026562687838e-06,-7.8589530393738e-06,-1.90286165473816e-07,6.916929375,5
-4.34917083581643e-06,-7.85927015895815e-06,-1.90026174866714e-07,6.917179375,5
-4.34807604475448e-06,-7.85958727854249e-06,-1.89766184259611e-07,6.917429375,5
-4.34698125369252e-06,-7.85990439812684e-06,-1.89506193652508e-07,6.917679375,5
-4.34588646263058e-06,-7.86022151771119e-06,-1.89246203045406e-07,6.917929375,5
-4.34479167156862e-06,-7.86053863729554e-06,-1.88986212438303e-07,6.918179375,5
-4.34369688050667e-06,-7.86085575687989e-06,-1.88726221831201e-07,6.918429375,5
-4.34260208944472e-06,-7.86117287646424e-06,-1.88466231224099e-07,6.918679375,5
-4.34160716182404e-06,-7.86155202188148e-06,-1.88035684681308e-07,6.918929375,5
-4.34133429208937e-06,-7.86237964214806e-06,-1.86371941517125e-07,6.919179375,5
-4.3410614223547e-06,-7.86320726241464e-06,-1.84708198352948e-07,6.919429375,5
-4.34078855262003e-06,-7.86403488268123e-06,-1.83044455188765e-07,6.919679375,5
-4.34051568288536e-06,-7.86486250294781e-06,-1.81380712024582e-07,6.919929375,5
-4.3402428131507e-06,-7.8656901232144e-06,-1.79716968860405e-07,6.920179375,5
-4.33996994341603e-06,-7.86651774348098e-06,-1.78053225696222e-07,6.920429375,5
-4.33969707368136e-06,-7.86734536374757e-06,-1.76389482532039e-07,6.920679375,5
-4.33942420394669e-06,-7.86817298401415e-06,-1.74725739367862e-07,6.920929375,5
-4.33915133421202e-06,-7.86900060428073e-06,-1.73061996203679e-07,6.921179375,5
-4.33887846447735e-06,-7.86982822454731e-06,-1.71398253039497e-07,6.921429375,5
-4.33860559474269e-06,-7.8706558448139e-06,-1.6973450987532e-07,6.921679375,5
-4.34467011880398e-06,-7.86735479505549e-06,-1.71643226307958e-07,6.921929375,5
-4.35271185651613e-06,-7.86276563491668e-06,-1.74666520137771e-07,6.922179375,5
-4.36075359422825e-06,-7.85817647477788e-06,-1.77689813967573e-07,6.922429375,5
-4.3687953319404e-06,-7.85358731463907e-06,-1.80713107797385e-07,6.922679375,5
-4.37683706965256e-06,-7.84899815450026e-06,-1.83736401627198e-07,6.922929375,5
-4.37460172099295e-06,-7.85138299033308e-06,-1.84440284667662e-07,6.923179375,5
-4.37203321054101e-06,-7.85399390862874e-06,-1.85068977228281e-07,6.923429375,5
-4.36946470008907e-06,-7.85660482692439e-06,-1.856976697889e-07,6.923679375,5
-4.36689618963714e-06,-7.85921574522004e-06,-1.86326362349518e-07,6.923929375,5
-4.36473569944414e-06,-7.86131253115268e-06,-1.87254161393159e-07,6.924179375,5
-4.36445943763793e-06,-7.86103506538644e-06,-1.89563227453877e-07,6.924429375,5
-4.36418317583172e-06,-7.86075759962021e-06,-1.91872293514603e-07,6.924679375,5
-4.36390691402551e-06,-7.86048013385398e-06,-1.94181359575329e-07,6.924929375,5
-4.3636306522193e-06,-7.86020266808775e-06,-1.96490425636047e-07,6.925179375,5
-4.36335439041309e-06,-7.85992520232151e-06,-1.98799491696774e-07,6.925429375,5
-4.36307812860688e-06,-7.85964773655528e-06,-2.011085577575e-07,6.925679375,5
-4.36280186680068e-06,-7.85937027078905e-06,-2.03417623818218e-07,6.925929375,5
-4.36268409639269e-06,-7.85957220000522e-06,-2.03949183273329e-07,6.926179375,5
-4.36268409639269e-06,-7.86013035387016e-06,-2.03159928599149e-07,6.926429375,5
-4.36268409639269e-06,-7.86068850773509e-06,-2.02370673924971e-07,6.926679375,5
-4.36268409639269e-06,-7.86124666160003e-06,-2.0158141925079e-07,6.926929375,5
-4.36268409639269e-06,-7.86180481546497e-06,-2.0079216457661e-07,6.927179375,5
-4.36268409639269e-06,-7.86236296932991e-06,-2.00002909902432e-07,6.927429375,5
-4.36268409639269e-06,-7.86292112319485e-06,-1.99213655228251e-07,6.927679375,5
-4.36268409639269e-06,-7.86347927705979e-06,-1.98424400554071e-07,6.927929375,5
-4.35958222109545e-06,-7.86193547050603e-06,-2.01445877506391e-07,6.928179375,5
-4.35637117006312e-06,-7.86031768190855e-06,-2.04601479588417e-07,6.928429375,5
-4.35316011903079e-06,-7.85869989331107e-06,-2.07757081670443e-07,6.928679375,5
-4.3508839569832e-06,-7.85737519753484e-06,-2.1011250937187e-07,6.928929375,5
-4.35611053216681e-06,-7.85840265100633e-06,-2.06046321015483e-07,6.929179375,5
-4.36133710735041e-06,-7.85943010447781e-06,-2.01980132659095e-07,6.929429375,5
-4.36656368253399e-06,-7.86045755794929e-06,-1.97913944302722e-07,6.929679375,5
-4.3717902577176e-06,-7.86148501142077e-06,-1.93847755946335e-07,6.929929375,5
-4.3770168329012e-06,-7.86251246489225e-06,-1.89781567589947e-07,6.930179375,5
-4.38224340808479e-06,-7.86353991836373e-06,-1.85715379233574e-07,6.930429375,5
-4.38419985876345e-06,-7.86375244710558e-06,-1.86165014963152e-07,6.930679375,5
-4.3820212607022e-06,-7.86293450943206e-06,-1.92324877526034e-07,6.930929375,5
-4.37984266264095e-06,-7.86211657175855e-06,-1.98484740088894e-07,6.931179375,5
-4.37931308962487e-06,-7.86277366435909e-06,-2.05744616250285e-07,6.931429375,5
-4.38026119813391e-06,-7.86475252280625e-06,-2.13990208048074e-07,6.931679375,5
-4.38120930664295e-06,-7.86673138125342e-06,-2.22235799845892e-07,6.931929375,5
-4.38215741515198e-06,-7.86871023970059e-06,-2.30481391643709e-07,6.932179375,5
-4.38253922156683e-06,-7.86915938647361e-06,-2.3347550277003e-07,6.932429375,5
-4.38264848828325e-06,-7.86887234109297e-06,-2.33942275620308e-07,6.932679375,5
-4.38275775499967e-06,-7.86858529571233e-06,-2.34409048470586e-07,6.932929375,5
-4.3828670217161e-06,-7.8682982503317e-06,-2.34875821320862e-07,6.933179375,5
-4.38297628843252e-06,-7.86801120495106e-06,-2.3534259417114e-07,6.933429375,5
-4.38308555514894e-06,-7.86772415957042e-06,-2.35809367021417e-07,6.933679375,5
-4.38319482186537e-06,-7.86743711418978e-06,-2.36276139871694e-07,6.933929375,5
-4.38330408858179e-06,-7.86715006880914e-06,-2.36742912721971e-07,6.934179375,5
-4.38341335529821e-06,-7.86686302342851e-06,-2.37209685572249e-07,6.934429375,5
-4.38352262201464e-06,-7.86657597804787e-06,-2.37676458422525e-07,6.934679375,5
-4.38363188873106e-06,-7.86628893266723e-06,-2.38143231272803e-07,6.934929375,5
-4.38374115544748e-06,-7.8660018872866e-06,-2.38610004123081e-07,6.935179375,5
-4.38385042216391e-06,-7.86571484190596e-06,-2.39076776973357e-07,6.935429375,5
-4.38472823582799e-06,-7.8655538668565e-06,-2.45698234991544e-07,6.935679375,5
-4.38658738175127e-06,-7.8655538668565e-06,-2.60178407586546e-07,6.935929375,5
-4.38844652767454e-06,-7.8655538668565e-06,-2.74658580181496e-07,6.936179375,5
-4.38936704384764e-06,-7.86592513221917e-06,-2.81867214457948e-07,6.936429375,5
-4.38943832358007e-06,-7.86663230433853e-06,-2.82496837874735e-07,6.936679375,5
-4.38950960331251e-06,-7.8673394764579e-06,-2.83126461291519e-07,6.936929375,5
-4.38958088304495e-06,-7.86804664857726e-06,-2.83756084708306e-07,6.937179375,5
-4.38965216277739e-06,-7.86875382069663e-06,-2.84385708125093e-07,6.937429375,5
-4.38972344250983e-06,-7.86946099281599e-06,-2.85015331541877e-07,6.937679375,5
-4.38979472224227e-06,-7.87016816493536e-06,-2.85644954958664e-07,6.937929375,5
-4.38986600197471e-06,-7.87087533705473e-06,-2.86274578375451e-07,6.938179375,5
-4.38993728170715e-06,-7.87158250917409e-06,-2.86904201792236e-07,6.938429375,5
-4.39000856143959e-06,-7.87228968129346e-06,-2.87533825209022e-07,6.938679375,5
-4.39007984117203e-06,-7.87299685341283e-06,-2.88163448625809e-07,6.938929375,5
-4.39015112090447e-06,-7.87370402553219e-06,-2.88793072042594e-07,6.939179375,5
-4.39022240063691e-06,-7.87441119765156e-06,-2.8942269545938e-07,6.939429375,5
-4.39029368036935e-06,-7.87511836977092e-06,-2.90052318876167e-07,6.939679375,5
-4.39036496010178e-06,-7.87582554189029e-06,-2.90681942292952e-07,6.939929375,5
-4.39043623983422e-06,-7.87653271400965e-06,-2.91311565709739e-07,6.940179375,5
-4.39050751956666e-06,-7.87723988612902e-06,-2.91941189126523e-07,6.940429375,5
-4.3905787992991e-06,-7.87794705824838e-06,-2.9257081254331e-07,6.940679375,5
-4.39065007903154e-06,-7.87865423036775e-06,-2.93200435960097e-07,6.940929375,5
-4.39072135876398e-06,-7.87936140248711e-06,-2.93830059376881e-07,6.941179375,5
-4.39079263849642e-06,-7.88006857460648e-06,-2.94459682793668e-07,6.941429375,5
-4.39086391822886e-06,-7.88077574672585e-06,-2.95089306210455e-07,6.941679375,5
-4.3909351979613e-06,-7.88148291884521e-06,-2.95718929627239e-07,6.941929375,5
-4.39100647769374e-06,-7.88219009096458e-06,-2.96348553044026e-07,6.942179375,5
-4.39107775742618e-06,-7.88289726308395e-06,-2.96978176460813e-07,6.942429375,5
-4.39114903715862e-06,-7.88360443520331e-06,-2.97607799877597e-07,6.942679375,5
-4.39122031689105e-06,-7.88431160732268e-06,-2.98237423294384e-07,6.942929375,5
-4.39129159662349e-06,-7.88501877944204e-06,-2.98867046711171e-07,6.943179375,5
-4.39136287635593e-06,-7.88572595156141e-06,-2.99496670127956e-07,6.943429375,5
-4.39143415608837e-06,-7.88643312368077e-06,-3.00126293544742e-07,6.943679375,5
-4.39150543582081e-06,-7.88714029580014e-06,-3.00755916961529e-07,6.943929375,5
-4.39157671555325e-06,-7.88784746791951e-06,-3.01385540378314e-07,6.944179375,5
-4.39164799528569e-06,-7.88855464003887e-06,-3.020151637951e-07,6.944429375,5
-4.39171927501813e-06,-7.88926181215824e-06,-3.02644787211887e-07,6.944679375,5
-4.39179055475057e-06,-7.8899689842776e-06,-3.03274410628672e-07,6.944929375,5
-4.39186183448301e-06,-7.89067615639697e-06,-3.03904034045459e-07,6.945179375,5
-4.39193311421545e-06,-7.89138332851634e-06,-3.04533657462245e-07,6.945429375,5
-4.39200439394789e-06,-7.8920905006357e-06,-3.0516328087903e-07,6.945679375,5
-4.39372146134543e-06,-7.89298106193128e-06,-3.05341099522534e-07,6.945929375,5
-4.39607887479798e-06,-7.89394297662074e-06,-3.05343129143956e-07,6.946179375,5
-4.39843628825052e-06,-7.8949048913102e-06,-3.05345158765377e-07,6.946429375,5
-4.40079370170307e-06,-7.89586680599966e-06,-3.05347188386799e-07,6.946679375,5
-4.40315111515561e-06,-7.89682872068913e-06,-3.05349218008221e-07,6.946929375,5
-4.40550852860815e-06,-7.89779063537859e-06,-3.05351247629643e-07,6.947179375,5
-4.4078659420607e-06,-7.89875255006805e-06,-3.05353277251065e-07,6.947429375,5
-4.41022335551324e-06,-7.89971446475751e-06,-3.05355306872486e-07,6.947679375,5
-4.41258076896579e-06,-7.90067637944697e-06,-3.05357336493908e-07,6.947929375,5
-4.41398260028738e-06,-7.90075268488231e-06,-3.05148102445434e-07,6.948179375,5
-4.41229436542943e-06,-7.89796519544766e-06,-3.04255705013968e-07,6.948429375,5
-4.41060613057147e-06,-7.89517770601301e-06,-3.03363307582499e-07,6.948679375,5
-4.40891789571351e-06,-7.89239021657835e-06,-3.02470910151029e-07,6.948929375,5
-4.40722966085555e-06,-7.88960272714371e-06,-3.01578512719563e-07,6.949179375,5
-4.40554142599759e-06,-7.88681523770905e-06,-3.00686115288093e-07,6.949429375,5
-4.40385319113963e-06,-7.8840277482744e-06,-2.99793717856624e-07,6.949679375,5
-4.40216495628167e-06,-7.88124025883976e-06,-2.98901320425158e-07,6.949929375,5
-4.40155128291081e-06,-7.88324352829916e-06,-3.02997051440471e-07,6.950179375,5
-4.40155128291081e-06,-7.88798276140031e-06,-3.09941462252161e-07,6.950429375,5
-4.40155128291081e-06,-7.89272199450146e-06,-3.16885873063826e-07,6.950679375,5
-4.40155128291081e-06,-7.89746122760261e-06,-3.23830283875515e-07,6.950929375,5
-4.40155128291081e-06,-7.90220046070377e-06,-3.30774694687204e-07,6.951179375,5
-4.40155128291081e-06,-7.90693969380491e-06,-3.37719105498869e-07,6.951429375,5
-4.39859100705001e-06,-7.9002885646358e-06,-3.38357520300018e-07,6.951679375,5
-4.39534045707658e-06,-7.89252053709103e-06,-3.3837759158109e-07,6.951929375,5
-4.39086432831725e-06,-7.89799629264305e-06,-3.39518332458746e-07,6.952179375,5
-4.38630229756701e-06,-7.90440031763631e-06,-3.40737622141729e-07,6.952429375,5
-4.38196008760256e-06,-7.91055256751955e-06,-3.41981608458272e-07,6.952679375,5
-4.38995924460973e-06,-7.90256944337045e-06,-3.44612134344523e-07,6.952929375,5
-4.39035322751105e-06,-7.90267734343908e-06,-3.44659628406975e-07,6.953179375,5
-4.39060859660878e-06,-7.90293271253682e-06,-3.4466004348598e-07,6.953429375,5
-4.39086396570652e-06,-7.90318808163455e-06,-3.44660458564984e-07,6.953679375,5
-4.39111933480426e-06,-7.90344345073229e-06,-3.44660873643988e-07,6.953929375,5
-4.39137470390199e-06,-7.90369881983002e-06,-3.44661288722992e-07,6.954179375,5
-4.39163007299973e-06,-7.90395418892776e-06,-3.44661703801996e-07,6.954429375,5
-4.39188544209747e-06,-7.9042095580255e-06,-3.44662118881e-07,6.954679375,5
-4.3921408111952e-06,-7.90446492712323e-06,-3.44662533960004e-07,6.954929375,5
-4.39239618029294e-06,-7.90472029622097e-06,-3.44662949039008e-07,6.955179375,5
-4.39265154939068e-06,-7.90497566531871e-06,-3.44663364118012e-07,6.955429375,5
-4.39290691848841e-06,-7.90523103441644e-06,-3.44663779197016e-07,6.955679375,5
-4.39316228758615e-06,-7.90548640351418e-06,-3.4466419427602e-07,6.955929375,5
-4.39341765668389e-06,-7.90574177261192e-06,-3.44664609355025e-07,6.956179375,5
-4.39367302578162e-06,-7.90599714170965e-06,-3.44665024434029e-07,6.956429375,5
-4.39392839487936e-06,-7.90625251080739e-06,-3.44665439513033e-07,6.956679375,5
-4.39355576771628e-06,-7.90734354062331e-06,-3.45225694134564e-07,6.956929375,5
-4.39301459158214e-06,-7.90865885482276e-06,-3.45936205031079e-07,6.957179375,5
-4.392473415448e-06,-7.90997416902221e-06,-3.46646715927596e-07,6.957429375,5
-4.39193223931385e-06,-7.91128948322166e-06,-3.47357226824113e-07,6.957679375,5
-4.39139106317971e-06,-7.9126047974211e-06,-3.48067737720627e-07,6.957929375,5
-4.39084988704557e-06,-7.91392011162055e-06,-3.48778248617145e-07,6.958179375,5
-4.39030871091142e-06,-7.91523542581999e-06,-3.49488759513662e-07,6.958429375,5
-4.38976753477728e-06,-7.91655074001944e-06,-3.50199270410176e-07,6.958679375,5
-4.38922635864313e-06,-7.91786605421889e-06,-3.50909781306693e-07,6.958929375,5
-4.38868518250899e-06,-7.91918136841834e-06,-3.5162029220321e-07,6.959179375,5
-4.38814400637485e-06,-7.92049668261778e-06,-3.52330803099725e-07,6.959429375,5
-4.38745684363024e-06,-7.9211703491959e-06,-3.52585076162548e-07,6.959679375,5
-4.38657505477921e-06,-7.92098858541746e-06,-3.52231103079383e-07,6.959929375,5
-4.38569326592817e-06,-7.92080682163902e-06,-3.51877129996219e-07,6.960179375,5
-4.38481147707714e-06,-7.92062505786058e-06,-3.51523156913055e-07,6.960429375,5
-4.3839296882261e-06,-7.92044329408214e-06,-3.5116918382989e-07,6.960679375,5
-4.38304789937507e-06,-7.9202615303037e-06,-3.50815210746726e-07,6.960929375,5
-4.38216611052403e-06,-7.92007976652526e-06,-3.50461237663562e-07,6.961179375,5
-4.38128432167299e-06,-7.91989800274682e-06,-3.50107264580397e-07,6.961429375,5
-4.38040253282196e-06,-7.91971623896838e-06,-3.49753291497233e-07,6.961679375,5
-4.37952074397092e-06,-7.91953447518994e-06,-3.49399318414069e-07,6.961929375,5
-4.37863895511989e-06,-7.9193527114115e-06,-3.49045345330904e-07,6.962179375,5
-4.37775716626885e-06,-7.91917094763306e-06,-3.4869137224774e-07,6.962429375,5
-4.37687537741781e-06,-7.91898918385462e-06,-3.48337399164575e-07,6.962679375,5
-4.37599358856678e-06,-7.91880742007618e-06,-3.47983426081412e-07,6.962929375,5
-4.37511179971574e-06,-7.91862565629774e-06,-3.47629452998247e-07,6.963179375,5
-4.37423001086471e-06,-7.9184438925193e-06,-3.47275479915082e-07,6.963429375,5
-4.37334822201367e-06,-7.91826212874086e-06,-3.46921506831919e-07,6.963679375,5
-4.37246643316264e-06,-7.91808036496242e-06,-3.46567533748754e-07,6.963929375,5
-4.3715846443116e-06,-7.91789860118398e-06,-3.46213560665589e-07,6.964179375,5
-4.37070285546057e-06,-7.91771683740554e-06,-3.45859587582426e-07,6.964429375,5
-4.36982106660953e-06,-7.9175350736271e-06,-3.45505614499261e-07,6.964679375,5
-4.36893927775849e-06,-7.91735330984866e-06,-3.45151641416096e-07,6.964929375,5
-4.36805748890746e-06,-7.91717154607022e-06,-3.44797668332933e-07,6.965179375,5
-4.36717570005642e-06,-7.91698978229178e-06,-3.44443695249768e-07,6.965429375,5
-4.36629391120538e-06,-7.91680801851334e-06,-3.44089722166603e-07,6.965679375,5
-4.36541212235435e-06,-7.9166262547349e-06,-3.4373574908344e-07,6.965929375,5
-4.36453033350331e-06,-7.91644449095646e-06,-3.43381776000275e-07,6.966179375,5
-4.36364854465228e-06,-7.91626272717802e-06,-3.4302780291711e-07,6.966429375,5
-4.36276675580124e-06,-7.91608096339958e-06,-3.42673829833947e-07,6.966679375,5
-4.36188496695021e-06,-7.91589919962114e-06,-3.42319856750782e-07,6.966929375,5
-4.36100317809917e-06,-7.9157174358427e-06,-3.41965883667617e-07,6.967179375,5
-4.36012138924814e-06,-7.91553567206426e-06,-3.41611910584454e-07,6.967429375,5
-4.3592396003971e-06,-7.91535390828582e-06,-3.41257937501289e-07,6.967679375,5
-4.35835781154606e-06,-7.91517214450738e-06,-3.40903964418124e-07,6.967929375,5
-4.35747602269503e-06,-7.91499038072894e-06,-3.40549991334961e-07,6.968179375,5
-4.35659423384399e-06,-7.9148086169505e-06,-3.40196018251796e-07,6.968429375,5
-4.35571244499296e-06,-7.91462685317206e-06,-3.39842045168631e-07,6.968679375,5
-4.35483065614192e-06,-7.91444508939362e-06,-3.39488072085468e-07,6.968929375,5
-4.35394886729088e-06,-7.91426332561518e-06,-3.39134099002303e-07,6.969179375,5
-4.35306707843985e-06,-7.91408156183674e-06,-3.38780125919138e-07,6.969429375,5
-4.35218528958881e-06,-7.9138997980583e-06,-3.38426152835974e-07,6.969679375,5
-4.35130350073778e-06,-7.91371803427986e-06,-3.3807217975281e-07,6.969929375,5
-4.35042171188674e-06,-7.91353627050142e-06,-3.37718206669645e-07,6.970179375,5
-4.34953992303571e-06,-7.91335450672298e-06,-3.37364233586481e-07,6.970429375,5
-4.34865813418467e-06,-7.91317274294454e-06,-3.37010260503317e-07,6.970679375,5
-4.34777634533364e-06,-7.9129909791661e-06,-3.36656287420153e-07,6.970929375,5
-4.34698959118068e-06,-7.91282165829821e-06,-3.36340202890276e-07,6.971179375,5
-4.34699680792442e-06,-7.91275629218632e-06,-3.36340659678833e-07,6.971429375,5
-4.34700402466815e-06,-7.91269092607443e-06,-3.3634111646739e-07,6.971679375,5
-4.34701124141189e-06,-7.91262555996254e-06,-3.36341573255946e-07,6.971929375,5
-4.34701845815562e-06,-7.91256019385065e-06,-3.36342030044503e-07,6.972179375,5
-4.34702567489935e-06,-7.91249482773876e-06,-3.3634248683306e-07,6.972429375,5
-4.34703289164309e-06,-7.91242946162687e-06,-3.36342943621617e-07,6.972679375,5
-4.34704010838682e-06,-7.91236409551498e-06,-3.36343400410173e-07,6.972929375,5
-4.34704732513056e-06,-7.91229872940309e-06,-3.3634385719873e-07,6.973179375,5
-4.34705454187429e-06,-7.91223336329119e-06,-3.36344313987287e-07,6.973429375,5
-4.34706175861803e-06,-7.91216799717931e-06,-3.36344770775843e-07,6.973679375,5
-4.34706897536176e-06,-7.91210263106741e-06,-3.363452275644e-07,6.973929375,5
-4.3470761921055e-06,-7.91203726495552e-06,-3.36345684352957e-07,6.974179375,5
-4.34708340884923e-06,-7.91197189884363e-06,-3.36346141141514e-07,6.974429375,5
-4.34709062559297e-06,-7.91190653273174e-06,-3.3634659793007e-07,6.974679375,5
-4.3470978423367e-06,-7.91184116661985e-06,-3.36347054718627e-07,6.974929375,5
-4.34710505908044e-06,-7.91177580050796e-06,-3.36347511507184e-07,6.975179375,5
-4.34711227582417e-06,-7.91171043439607e-06,-3.3634796829574e-07,6.975429375,5
-4.34711949256791e-06,-7.91164506828418e-06,-3.36348425084297e-07,6.975679375,5
-4.34712670931164e-06,-7.91157970217229e-06,-3.36348881872854e-07,6.975929375,5
-4.34713392605538e-06,-7.9115143360604e-06,-3.36349338661411e-07,6.976179375,5
-4.34714114279911e-06,-7.91144896994851e-06,-3.36349795449967e-07,6.976429375,5
-4.34714835954284e-06,-7.91138360383662e-06,-3.36350252238524e-07,6.976679375,5
-4.34715557628658e-06,-7.91131823772473e-06,-3.36350709027081e-07,6.976929375,5
-4.34716279303031e-06,-7.91125287161284e-06,-3.36351165815638e-07,6.977179375,5
-4.34717000977405e-06,-7.91118750550094e-06,-3.36351622604194e-07,6.977429375,5
-4.34717722651778e-06,-7.91112213938905e-06,-3.36352079392751e-07,6.977679375,5
-4.34718444326152e-06,-7.91105677327716e-06,-3.36352536181308e-07,6.977929375,5
-4.34719166000525e-06,-7.91099140716527e-06,-3.36352992969864e-07,6.978179375,5
-4.34719887674899e-06,-7.91092604105338e-06,-3.36353449758421e-07,6.978429375,5
-4.34720609349272e-06,-7.91086067494149e-06,-3.36353906546978e-07,6.978679375,5
-4.34721331023646e-06,-7.9107953088296e-06,-3.36354363335535e-07,6.978929375,5
-4.34722052698019e-06,-7.91072994271771e-06,-3.36354820124091e-07,6.979179375,5
-4.34722774372393e-06,-7.91066457660582e-06,-3.36355276912648e-07,6.979429375,5
-4.34723496046766e-06,-7.91059921049393e-06,-3.36355733701205e-07,6.979679375,5
-4.3472421772114e-06,-7.91053384438204e-06,-3.36356190489761e-07,6.979929375,5
-4.34724939395513e-06,-7.91046847827015e-06,-3.36356647278318e-07,6.980179375,5
-4.34725661069886e-06,-7.91040311215825e-06,-3.36357104066875e-07,6.980429375,5
-4.3472638274426e-06,-7.91033774604636e-06,-3.36357560855432e-07,6.980679375,5
-4.34727104418633e-06,-7.91027237993447e-06,-3.36358017643988e-07,6.980929375,5
-4.34727826093007e-06,-7.91020701382258e-06,-3.36358474432545e-07,6.981179375,5
-4.3472854776738e-06,-7.91014164771069e-06,-3.36358931221102e-07,6.981429375,5
-4.34729269441754e-06,-7.9100762815988e-06,-3.36359388009658e-07,6.981679375,5
-4.34729991116127e-06,-7.91001091548691e-06,-3.36359844798215e-07,6.981929375,5
-4.34730712790501e-06,-7.90994554937502e-06,-3.36360301586772e-07,6.982179375,5
-4.34731434464874e-06,-7.90988018326313e-06,-3.36360758375329e-07,6.982429375,5
-4.34732156139248e-06,-7.90981481715124e-06,-3.36361215163885e-07,6.982679375,5
-4.34732877813621e-06,-7.90974945103935e-06,-3.36361671952442e-07,6.982929375,5
-4.34733599487995e-06,-7.90968408492746e-06,-3.36362128740999e-07,6.983179375,5
-4.34734321162368e-06,-7.90961871881557e-06,-3.36362585529556e-07,6.983429375,5
-4.34735042836742e-06,-7.90955335270367e-06,-3.36363042318112e-07,6.983679375,5
-4.34735764511115e-06,-7.90948798659179e-06,-3.36363499106669e-07,6.983929375,5
-4.34736486185488e-06,-7.90942262047989e-06,-3.36363955895226e-07,6.984179375,5
-4.34737207859862e-06,-7.909357254368e-06,-3.36364412683782e-07,6.984429375,5
-4.34739526980673e-06,-7.90928235157311e-06,-3.3635458124726e-07,6.984679375,5
-4.34746162932861e-06,-7.90918167749007e-06,-3.36316947606056e-07,6.984929375,5
-4.34752798885048e-06,-7.90908100340704e-06,-3.36279313964851e-07,6.985179375,5
-4.34759434837236e-06,-7.908980329324e-06,-3.36241680323646e-07,6.985429375,5
-4.34766070789424e-06,-7.90887965524097e-06,-3.36204046682441e-07,6.985679375,5
-4.34772706741612e-06,-7.90877898115793e-06,-3.36166413041236e-07,6.985929375,5
-4.34779342693799e-06,-7.9086783070749e-06,-3.36128779400031e-07,6.986179375,5
-4.34785978645987e-06,-7.90857763299186e-06,-3.36091145758826e-07,6.986429375,5
-4.34792614598174e-06,-7.90847695890883e-06,-3.36053512117621e-07,6.986679375,5
-4.34799250550362e-06,-7.90837628482579e-06,-3.36015878476417e-07,6.986929375,5
-4.3480588650255e-06,-7.90827561074276e-06,-3.35978244835212e-07,6.987179375,5
-4.34812522454738e-06,-7.90817493665972e-06,-3.35940611194007e-07,6.987429375,5
-4.34819158406925e-06,-7.90807426257669e-06,-3.35902977552802e-07,6.987679375,5
-4.34825794359113e-06,-7.90797358849365e-06,-3.35865343911597e-07,6.987929375,5
-4.34832430311301e-06,-7.90787291441062e-06,-3.35827710270392e-07,6.988179375,5
-4.34839066263488e-06,-7.90777224032758e-06,-3.35790076629187e-07,6.988429375,5
-4.34845702215676e-06,-7.90767156624455e-06,-3.35752442987982e-07,6.988679375,5
-4.34852338167864e-06,-7.90757089216151e-06,-3.35714809346777e-07,6.988929375,5
-4.34858974120051e-06,-7.90747021807848e-06,-3.35677175705573e-07,6.989179375,5
-4.34865610072239e-06,-7.90736954399544e-06,-3.35639542064368e-07,6.989429375,5
-4.34872246024427e-06,-7.90726886991241e-06,-3.35601908423163e-07,6.989679375,5
-4.34878881976614e-06,-7.90716819582937e-06,-3.35564274781958e-07,6.989929375,5
-4.34885517928802e-06,-7.90706752174634e-06,-3.35526641140753e-07,6.990179375,5
-4.3489215388099e-06,-7.9069668476633e-06,-3.35489007499548e-07,6.990429375,5
-4.34898789833177e-06,-7.90686617358027e-06,-3.35451373858343e-07,6.990679375,5
-4.34905425785365e-06,-7.90676549949723e-06,-3.35413740217138e-07,6.990929375,5
-4.34912061737553e-06,-7.9066648254142e-06,-3.35376106575933e-07,6.991179375,5
-4.3491869768974e-06,-7.90656415133116e-06,-3.35338472934729e-07,6.991429375,5
-4.34925333641928e-06,-7.90646347724813e-06,-3.35300839293524e-07,6.991679375,5
-4.34931969594116e-06,-7.90636280316509e-06,-3.35263205652319e-07,6.991929375,5
-4.34938605546303e-06,-7.90626212908206e-06,-3.35225572011114e-07,6.992179375,5
-4.34945241498491e-06,-7.90616145499902e-06,-3.35187938369909e-07,6.992429375,5
-4.34951877450679e-06,-7.90606078091599e-06,-3.35150304728704e-07,6.992679375,5
-4.34958513402866e-06,-7.90596010683295e-06,-3.35112671087499e-07,6.992929375,5
-4.34965149355054e-06,-7.90585943274992e-06,-3.35075037446294e-07,6.993179375,5
-4.34971785307242e-06,-7.90575875866688e-06,-3.35037403805089e-07,6.993429375,5
